Speaker,Utterance,Code FBS,Code systems
B,"Connected into the internet, right?",S,2
C,"You see, that, to me, would be optional.",Bs,2
B,"Well, you're saying wireless or whatever, right?",S,2
B,"Yeah. Because like, for example, in my home right now,",S,2
B,"because of the location of it, you know, if it wasn't for wireless,",Be,2
B,I'd be in a lot of trouble,Bs,2
A,because I couldn't have a wired cable there.,S,3
A,"Well, but what I'm saying is I guess what I'm doing is I'm eliminating the router.",S,3
A," Right now, a lot of people",S,2
A,have the router,S,3
A,and a wireless network,S,2
A,to run,Bs,2
A,"at home, right?",S,2
C,You're going to need to kind of circumvent that.,Be,2
A,You'd have to convert the internet service provider.,S,2
A,"Right now, I think there's a certain amount of challenge",Bs,2
A,with having to put everything,S,2
A,"on the server,",S,2
A,then connecting it,S,2
C,"all to your home network, right?",S,2
C,I don't follow. I think your device,S,2
C,has to connect,S,2
C,to your home network.,S,2
C,"I mean, you have internet",S,2
C,"coming into your home,",S,2
C,you have to have a router.,S,3
A,"That has to be there. Unless this is a router, too.",S,3
A,So what you're saying is this,S,3
A,acts as a router.,Bs,3
A,This kind of takes the place of your home network.,S,2
A,It's almost like a home network that's going to make it easy for you to integrate,Bs,2
B,everything.,S,2
B,"So, yeah. Because I'm with Jeff. I think you'd leave out whether it's a router.",S,3
B,"Because sometimes, with the cable,",S,3
B,you need a router,S,3
B,and a modem,S,3
B,", whereas I have a satellite,",S,3
C,I just have a router.,S,3
B,"So that way, it meets cable,",S,2
B,"it meets people that have dishes, like I have.",S,2
A,You don't need a modem.,S,3
A,"Okay, so you guys are  To me, I was thinking that this",S,2
A,could take the place of all that.,Bs,2
A,You just plug it in,S,2
A,and eliminate that complication.,Bs,2
A,"But you could say, just plug this into",S,2
A,the wall,S,3
A,"and tell it what that information is,",Be,2
C,and then it just takes that signal.,Bs,3
B,"It just connects to it, yeah. This, I like.",Bs,2
B,That could be like an improvement,Bs,1
C,on the next version of the product.,S,1
C,Okay. All right. So how does this connect?,S,2
C,"This is our box,",S,2
C,and now we want this to be our entertainment system.,R,1
A,[writing on board],D,0
A,Got your on/off button,S,3
A,there.,S,3
B,"And I guess it's going to have to have a screen, right?",S,3
B,"Yeah, but would the screen",S,3
B,be on that box,S,2
A,or would it be separately in the room somewhere else?,S,2
C,"No, I think it would be a movable screen.",S,3
A,"Well, it'd just be a TV or a ",S,2
C,You'd just connect it.,S,2
A,You don't need a screen.,S,3
C,"Yeah, I'm thinking a TV screen.",S,3
C,You don't need to sell any screen with it.,Be,3
C,You just connect it,S,2
C,to your computer screen,S,3
B,or A/V or whatever.,S,3
B,"See, I would draw a big TV screen right here",S,3
B,because that's your main everything's,S,1
A,"running off of, right?",Bs,1
C,[writing on board],D,0
C,"Yeah. Entertainment at home,",Bs,1
B,you're going to have a TV.,S,2
C,"Yep. We're not supplying that, that's already there.",S,2
B,So this is your customer.,S,2
B,Or we only have like a 30-inch TV.,S,3
C,"That's all I got. So, unlike your 70-inch.",S,3
A,"So its features,",S,2
A, it's going to have software.,S,3
C,[writing on board],D,0
B,And that software's primary function is to connect.,Bs,2
C,Devices.,S,2
B,"I mean, we could put a phone",S,2
B,just as another device,S,2
B,right here.,S,2
C,"So let's make a list. Like, so for example, I have an Xbox. Put the Xbox.",S,2
C,"That's got to be able to be, you know, connected.",S,2
C,"Or I have four PCs,",S,2
C,"you know, in my home, a couple laptops,",S,2
B,a couple desktops.,S,2
A,"Yeah, you can make your own network.",Be,2
A,So all the entertainment devices,S,2
A,in the home.,S,2
C,Let's just list a few. It's going to be your cable.,S,2
A,Xbox.,S,2
C,Your gaming. Gaming system.,S,2
A,Phones.,S,2
C,Your computer.,S,2
B,"Laptops,",S,2
B,phones.,S,2
A,"And one thing we haven't talked about is printers, too. You can do printers, connect it to the printer.",F,2
B,"That's not entertainment, John.",R,1
C,I know. It's part of a personal assistant.,R,1
B,"That's where I was going at. So if he's to do one of these reports and go, ""Hey, where's the directions,""",Bs,2
B,it,S,1
C,prints it out for you.,Bs,2
C,"Okay, and then it's going to be a virtual reality. ",Be,2
C, [writing on board] And what that's going to do is ,D,0
B,"You're going to have virtual reality experiences, right?",Be,2
B,Are we supplying like a virtual reality headset,S,3
B,or are we just going to do software,S,3
A,to communicate to it to say ,Bs,2
A,Anybody can have whatever they have. It would work.,Bs,2
C,[writing on board],D,0
C,"Right now, it would have to be something physical",S,3
A,"you'd put in front of your eyes, right?",S,3
A,"Yeah, and it's going to we don't have time to flesh that out, but it's going to be something that each member of the family",S,2
B,"can use, right?",Bs,2
B,Because really what our product,S,1
B,is is the technology in this right here.,S,1
B,It's not the devices in my home.,S,2
A,"It's just the technology to communicate, right?",Bs,1
A,"You know, I'm not sure about this because one aspect was use virtual reality, use your",Bs,2
A," Instead of having a headset,",S,3
A,you use your computer screen.,S,3
A,So maybe that's optional.,Bs,3
A,"VR, virtual reality interface",S,2
B,with TV.,S,2
C,"So we've covered how it interacts with people and how the system works, what the personal assistant and entertainment would provide. That's kind of what you're listing over there.",R,1
C,"Well, my thought would be that then, if you're out and about on your phone,",S,2
C,you can connect back,S,2
C,"to this home server,",S,2
C,"if you will, and it would turn on",Bs,2
C,"your Xbox,",S,2
C,"for example, and you could play that right through",Be,2
C,your phone.,S,2
C,It could relay,Be,2
C,that screen image,S,3
C,"that would've just been relayed to your TV,",S,2
B,"but instead of your TV, now it's relayed to your phone screen.",S,2
B,To your phone.,S,2
B,"So it's working two ways, back and forth,",Bs,2
B,"when you're gone, using your",Be,2
B,phone,S,2
C,in the car.,S,2
A,Or a computer screen.,S,3
C,So we're saying there's some kind of a router or something to ,S,3
C,"This would be like a server,",S,2
C,"in a way, that's controlling",Bs,2
C,all of your devices,S,2
C,and relaying,Bs,2
C,that information out,S,2
C,if you're on the go,Be,2
C,or just relaying it,Be,2
C,to a different screen,S,3
A,"in your house, you know?",S,2
C,[writing on board],D,0
C,Maybe I've got seven screens,S,3
C,"in my house,",S,2
C,"you know, and I don't want to connect",Be,2
C,them physically.,S,2
C,"Yeah. So this becomes the controlling server,",S,2
C,but yet it has to have the ability to be able to turn on,Be,3
C,or turn off,Be,3
C,"a device,",S,2
C,load it up.,Be,3
C,"You know, maybe the games, if you could get them all",Be,2
C,"on a system,",S,2
C,then you could pick the game,S,2
A,and not have to physically put a game in and out. You know what I mean?,Be,2
A,Yeah. So that would be what we talked about with some of the software,S,3
A,to connect,Be,2
A,all the entertainment devices.,S,2
A,And there would also have to be [writing on board],D,0
A,some kind of an app,S,2
A,to connect,Be,2
B,the phone.,S,2
B,"Yeah, you'd have to have an app",S,2
B,on your phone,S,2
B,"to connect to it,",Be,2
B,which means you'd have to have a signal.,S,3
B,It only works when you have a signal. So that would work.,Bs,3
C,Personal assistant.,R,1
C,We may need to address that a little bit more. The brains of that could be stored in the software,S,2
A,"on the server, and then ",S,2
A,"Because that's a computer, too.",S,2
A,Yeah. The personal assistant portion of it is making everything that's available,S,1
A,on your home PC,S,2
A,"through this server,",S,2
A,communicating,Bs,2
C,with your phone.,S,2
B,It's a software.,S,2
C,It's simplifying everything.,Bs,2
C,Right. It's giving you access when you're on mobile to access that stream.,Bs,2
A,"Let's just write that. Let's, like, write ""personal assistant is like a software bundle.""",Bs,1
C,"[writing on board] Yeah, software ability to take on the go.",D,0
B,It's a server,S,2
A,plus the app.,S,2
A,So if I said personal assistant,R,1
B,ties phone ,S,2
A,To a server.,S,2
B,To home.,S,2
C,"To home equipment, to our ",S,2
B,"Equipment, yeah. And really, you would start at a very basic of that, which would be telling it, ""Hey, connect to computer such and such,"" ""Do this,"" or ""Connect to Xbox,"" or ""Do this,"" ""Connect to my Dish Network and show me World Fishing Network.""",Be,2
B,"On the go, got to have it.",Bs,2
A,Then maybe the next level will be setting it up to my fish finder.,Be,2
A,It's the convenience. People like convenience.,Bs,1
A,Instead of being subject,Be,2
A,to Dish Network's app,S,2
A,"to watch your TV,",S,2
A,you use this app to just turn your TV on,Bs,2
A,and see what's on it.,Bs,2
A,"In addition to that, it can connect",Bs,2
A,"you to your home PC,",S,2
A,"your doorbell camera, anything.",S,3
C,That's all linked into this server. And this is ,S,2
C,That has the ability to connect,Bs,2
C,"all of these personal devices, basically.",S,2
C,"That's what we'd be selling it as, right? And we can take all of our entertainment devices",S,2
C,and connect it,S,2
A,to this.,S,2
C,In an easy fashion that allows you to watch it either,Bs,2
C,anywhere in the house,S,2
A,or out on the go.,Bs,2
B,Anywhere your app,S,2
A,will open up.,Bs,2
C,"And you're going to want it kind of like Apple's constantly updating their software, right? You're going to have to provide this for it. Every time there's a new ",Be,2
B,That's the downside to this system.,Bs,1
C,If you had a system,S,1
C,"that you provided everything,",Be,1
B,"then, you know, you control it, right?",Bs,1
A,"So that's the hard business decision there, is what do you do.",Bs,1
C,"No, no. I think, realistically, people have a lot of different devices,",S,2
C,"and it's going to be hard to design something that broad, right?",Bs,1
C,"Realistically, this is what you're dealing with, right? People",S,2
C,coming in with their phones,S,2
C,or other devices,S,2
C,and other gaming systems.,S,2
A,"You can't do it all, right? So.",Bs,1
A,You're going to have to probably provide some kind of a Bluetooth device,S,2
C,"or something that will communicate with all the different languages used, right?",Bs,2
B,Or maybe you can just use Bluetooth.,S,3
C,"And then the only other things that I think, like you said, the VR thing",S,2
C,"would be cool at some point,",Bs,2
C,if you could improve that interface at some point,Be,2
C,and you could actually have a keyboard,S,3
C,"and type in space,",Be,3
B,"you know, that kind of thing, at some point, that would be cool.",Bs,2
A,"Yeah. So that'd be the improvement down the road, the next version, the next upgrade.",Bs,1
B,[writing on board],D,0
C,"You're in the car,",S,2
C,I'm connected,Be,2
C,"to my home computer,",S,2
B,and then I had a VR keyboard or something like that.,S,3
C,As long as you weren't driving.,Be,2
B,This would go good,Bs,2
C,with the autonomous driving vehicles in the future.,F,2
B,"Because then you're not driving anymore,",Be,2
B,"where you're just sitting in virtual reality,",Bs,2
B,"going like this, doing your finances",Bs,2
B,"in the car,",S,2
C,"because the car is driving itself, so.",Bs,2
A,Spending all the money you don't have.,Bs,0
A,But the idea here is the virtual reality kind of a glove,S,3
A,where you can use,Be,3
A,the screen,S,3
A,on your TV,S,2
C,like your phone.,S,2
B,Or just use eye input. It's watching your eyes. All right. What are we missing?,F,2
A,Okay. So what we're going do is we're going to invent basically a server,S,1
A,that's plug-and-play.,Bs,1
A,The customer,S,2
A,"takes it home,",Bs,2
A,"boots it up,",Bs,2
A,and starts inputting,Bs,2
A,all the different devices,S,2
A,"in their home, names and models of all those devices.",S,2
A,"And then we, as a company,",S,2
A,will provide the software,S,2
A,that allows them to just go and pick things.,Bs,2
A,They don't have to create passwords and know what frequencies and everything.,Bs,3
A,Everything is on.,Bs,1
A, The server's,S,2
A,going to use,Bs,2
A,the customer's TV,S,2
A,"and stereo equipment,",S,2
A,"probably, existing in the home.",S,2
A,It's going to interface with all of that.,Bs,2
A,I guess we assume it's smart technology on most things,Bs,2
A,or maybe you could provide little pucks,S,3
A,to connect,S,2
A,all those things,S,2
A,to this system.,S,1
A, And then we want to use a virtual reality interface,S,2
A,either through gloves,S,3
A,or goggles,S,3
A,to basically make your TV,S,2
A,work like,Bs,2
A,your phone would.,S,2
A,So anything that you would want to do,Be,2
A,"on the phone,",S,2
A,"instead of having to use that small screen,",S,3
A,you're now going to use,Be,1
A,this entertainment system.,S,1
A,We're not necessarily going to make you have to buy,Bs,2
A,a brand-new TV to do that.,S,2
A,"Hopefully, with the virtual reality, we can figure out how to make that work",Bs,2
A,with your existing TV.,S,2
A," And so the software,",S,2
A,the main idea behind this is to connect all of your,Bs,2
A,entertainment,S,2
A,and information devices together.,S,2
A,"Your TV,",S,2
A,"your gaming,",Be,2
B,your computers.,S,2
A,Printers.,S,2
A,Printers. Anything that you would do,Be,2
A,on your computer,S,2
A,to make that mobile.,Be,2
A,And then do that through an app,S,2
A,on your phone.,S,2
A,So the personal assistant,R,1
A,"part of this is that, while you're on the go,",Be,2
A,you can completely connect back to home.,Bs,2
A,"And anything that you could do for entertainment at home,",Be,2
A,you can do through,Bs,2
A,your phone,S,2
B,on that app.,S,2
B,"Yeah, I think one word that sums that up is going to be ""convenience,""",Bs,1
B,"because everybody's on the go, you know.",Be,2
B,"So being in the car,",S,2
B,"mobile,",S,2
B,"that's the personal assistant to me,",R,1
A,"is the convenience that it gives you, ",Bs,1
A,and that tie at home.,Bs,1
A,"So maybe this is the hallmark of the personal assistant, is it",S,1
A,allows you access to your home system,Bs,2
A,while you're mobile.,Be,2
