Speaker,Utterance,Code FBS,Code systems
B,they can talk to all of our other things.,Bs,1
B,"That's, you know, going to be--it interfaces and talks to all the things,",Bs,1
B,"but that's not necessarily--you know, the big functions are what you have right there, discovery. That's, you know, not--",Bs,1
A,"Yeah, these are all--you're right, these are internal",Bs,3
A,to the bot.,S,1
B,--user recognition.,Bs,3
A,These are internal to the bot. And so I think devices--,S,1
B,"You know, it controls devices,",Bs,1
B,so that would just be another one of its functions.,Bs,1
B,"You have a system,",S,1
B,"it does discovery,",Bs,1
B,it does device control.,Bs,1
A,But there's IO here.,S,3
A,[writing on the board],D,0
A,So this is where we are. This is the boundary of the system.,S,1
A,And these are external interfaces up there.,S,2
A,"Okay, so now, so this is the software.",S,3
A,"I don't know what else is in here, something, probably, like self-test or something or some sort of maintenance.",F,3
B,"I mean, so you have discovery.",Bs,3
B,"We talked about, well, probably looking at Bluetooth verticals",S,3
B,or IoT verticals for the discovery.,S,3
B,User recognition,Bs,3
B,is the microphone.,S,3
A,[writing on the board],D,0
A,"IoT,",S,3
A,"Bluetooth,",S,3
A,"Wi-Fi,",S,3
A,"and manual, like I entered it [unintelligible] like, ""Go look for this thing.""",Bs,3
A,"I guess, does Bluetooth do that or? Yeah.",Bs,3
A,"Coupling, okay. What else?",Bs,3
A,"Yeah. Oh, yeah, the devices. Okay, so let's just do this.",S,3
B,"Do we do--I guess, are we just going to--if I connect to it",S,1
B,"on my phone,",S,3
B,it recognizes who I am. User preferences is internal.,Bs,1
B,That's just your CPU memory.,S,3
C,"Right, you just entered.",Bs,3
A,"Yeah, so this is some honk of software, which we could design.",S,3
B,"And then permission, authority is also software.",Bs,3
C,"Internal software, yeah.",S,3
B,And what is bot maintenance in that last box?,S,1
A,"Backup. Here we go. Okay. Rx/Tx is really-- Okay,",S,3
A,so there's the devices,S,3
A,that it's controlling.,Bs,1
A,So this is our dust drone here.,S,3
A,"Yeah, one instance of this, which is a dust drone.",S,3
A,"So a family comes in and says, ""Go dust,"" and then it comes back out and commands the thing to go dust.",Bs,3
A,So what would that really look like?,Be,3
A,"So it's got a little chip in it,",S,3
A,Bluetooth or whatever.,S,3
B,It's a little drone,S,3
B,"with then just like a feather duster coming off the bottom,",S,3
B,and it hovers around and dusts.,Bs,3
C,It's just a duster.,S,3
A,--like an articulated arm.,S,3
B,So it can get in the corners.,Bs,3
A,And it kind of rolls around.,Bs,3
A,It's on one of those things where you can spin like this.,Bs,3
A,"So it's got a base,",S,3
A,[writing on the board] and it's got these--,D,0
A,"So it can spin in any direction, I guess. Anyway.",Bs,1
C,"It's literally a drone,",S,3
C,so it's above whatever you're dusting.,Bs,3
C,It flies.,Bs,1
C,"It has to be pretty sensitive though to, like--",Be,1
B,"It's what I'm imagining, all the lamps being broken.",Bs,1
C,--to touch stuff and back away and go around without pushing it over.,Be,1
B,It can come up from above and come down.,Be,1
A,So this would be made by Hoover. So we'll get them onboard.,Be,3
B,"I don't know, maybe we should, you know, we'll start with our entire personal entertainment, personal assistant system",S,1
B,and a duster.,S,3
C,Because that is really the most important device,S,3
C,that can connect to it.,Bs,1
A,"He needs a good name. Hoover is a really good name. In England, it's a verb. You hoover it up, which makes me laugh. But he needs a good name. So marketing is everything. We're a little off the engineering now, but anyway. Names are everything. So if you guys have a good name for this or this, let's label it.",F,1
A,Hooman.,S,1
C,Wooman. Wooman.,S,0
B,"I don't know, that might be worse.",Bs,1
A,"A name, like Alexa, Cortana.",S,1
A,So it's your personal assistant and entertainment.,S,1
